time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8	m=9	m=10	m=11	m=11	m=13	m=14	m=15	m=16
0	2.66342e-14	1.94312e-08	1.68094e-14	1.12077e-09	1.0849e-14	6.10075e-09	9.63213e-15	4.09882e-09	8.43452e-15	4.65761e-09	2.14438e-14	5.52714e-09	1.59382e-14	4.21777e-09	3.60772e-15	1.31752e-08	1.49733e-16
0.00717034	8.37678e-13	2.81727e-09	1.90896e-13	1.22044e-09	4.34441e-14	7.35994e-10	4.18263e-13	3.4169e-09	4.37313e-13	9.15569e-10	3.57e-14	1.44871e-09	8.29356e-14	5.59406e-10	7.12434e-13	3.36528e-09	2.20236e-12
0.0143407	1.51382e-12	1.9285e-08	1.95824e-13	2.55621e-09	7.41018e-13	4.00967e-09	3.29776e-13	1.25146e-09	3.26327e-13	1.21602e-09	1.7468e-13	3.12766e-10	2.77069e-13	7.38627e-10	9.30719e-13	2.36108e-09	3.26075e-12
0.021511	2.0792e-12	1.2222e-08	9.76149e-13	1.95485e-09	1.31897e-12	3.91889e-11	6.96858e-13	9.69791e-11	8.05515e-13	3.30415e-10	1.95459e-13	6.38576e-10	2.42342e-13	7.41839e-10	5.99428e-13	2.31528e-09	2.38358e-12
0.0286814	2.76873e-12	2.11568e-08	2.18594e-12	1.54207e-09	1.55477e-12	4.1441e-09	1.28235e-12	9.58809e-10	2.87339e-13	3.32695e-10	9.23233e-14	6.77986e-10	2.16166e-13	6.4577e-10	1.21185e-13	2.31093e-09	1.74077e-12
0.0358517	3.37829e-12	1.84565e-08	1.11838e-12	2.63271e-09	1.80958e-12	8.24608e-10	2.60017e-12	1.24721e-09	2.07437e-13	7.56211e-11	1.59684e-13	6.30775e-10	1.20571e-13	5.22986e-10	6.1227e-14	2.25375e-09	1.50641e-12
0.0430221	4.0823e-12	2.20714e-08	2.11614e-12	3.36079e-10	1.89197e-12	3.18336e-09	1.34539e-12	1.07808e-09	1.10742e-13	7.78984e-11	4.04256e-14	5.44807e-10	1.14293e-13	4.43176e-10	1.31943e-13	1.99906e-09	9.59932e-13
0.0501924	4.62285e-12	8.49809e-09	1.55652e-12	2.73912e-09	2.47812e-12	5.31464e-10	4.22752e-13	8.27317e-10	7.87339e-14	1.29521e-10	4.64939e-14	4.15971e-10	1.11962e-13	4.62856e-10	1.42184e-13	1.49113e-09	5.04061e-13
0.0573627	5.28336e-12	3.5821e-09	2.42378e-12	7.07396e-10	2.43461e-12	3.24761e-09	3.15356e-13	2.72739e-10	1.26863e-13	7.11443e-11	2.5822e-14	2.77597e-10	1.14669e-13	5.51016e-10	1.3206e-13	7.51302e-10	3.96257e-13
0.0645331	5.88751e-12	3.0705e-08	2.42599e-12	2.37556e-09	3.02831e-12	9.26499e-10	6.65986e-13	1.62529e-10	1.3562e-13	2.13383e-11	5.32955e-14	1.67442e-10	7.13335e-14	6.39616e-10	1.39457e-13	2.06431e-10	2.5153e-13
0.0717034	6.57893e-12	2.22738e-08	2.14969e-12	2.32935e-09	3.12432e-12	2.75952e-09	6.33077e-13	3.9646e-10	1.06962e-13	6.07213e-11	2.06644e-13	1.79318e-10	1.62054e-13	6.8791e-10	1.27434e-13	1.13285e-09	5.25886e-14
0.0788738	7.16684e-12	2.77674e-09	1.53955e-12	1.34875e-09	3.47799e-12	9.31247e-10	5.76399e-13	1.82048e-10	6.50445e-14	9.90039e-11	1.81233e-13	2.6052e-10	1.24989e-13	6.79811e-10	1.70269e-13	2.02024e-09	2.39601e-13
0.0860441	7.83331e-12	1.42695e-08	2.7917e-12	2.22888e-09	3.01327e-12	2.33594e-09	3.69389e-13	3.68852e-10	9.27841e-14	1.19441e-10	1.57476e-13	3.22413e-10	1.27768e-13	6.14608e-10	2.32934e-13	2.7229e-09	2.46159e-13
0.0932144	8.52164e-12	3.64324e-08	2.4504e-12	1.62533e-10	2.96826e-12	7.14886e-10	3.5832e-13	1.50682e-10	1.17919e-13	1.26758e-10	1.57226e-13	3.47089e-10	8.53008e-14	5.02665e-10	2.06029e-13	3.14871e-09	3.59936e-13
0.100385	9.2033e-12	1.69299e-08	1.51339e-12	2.98977e-09	2.39612e-12	2.58847e-09	7.11134e-14	1.74848e-10	4.33282e-14	1.24919e-10	1.44945e-13	3.35677e-10	7.4717e-14	3.65102e-10	2.45116e-13	3.24807e-09	5.52718e-13
0.107555	9.90477e-12	1.3759e-08	1.90035e-13	1.10487e-09	2.06558e-12	1.63226e-09	4.12512e-13	1.80859e-10	1.06012e-13	1.16556e-10	1.40746e-13	2.95249e-10	1.07141e-13	2.43666e-10	3.05192e-13	3.02376e-09	6.3531e-13
0.114725	1.06245e-11	2.50037e-08	2.33171e-12	1.96814e-09	1.29828e-12	1.97462e-09	2.10492e-13	2.33494e-10	3.96492e-14	1.00802e-10	1.55968e-13	2.35487e-10	1.52349e-13	2.21806e-10	3.3136e-13	2.53794e-09	5.86775e-13
0.121896	1.14363e-11	3.38526e-08	3.23157e-12	2.18963e-09	1.26544e-12	7.87525e-10	2.98249e-13	1.81218e-10	1.15866e-13	7.97023e-11	1.54168e-13	1.67587e-10	1.63654e-13	3.08535e-10	2.83789e-13	1.92639e-09	6.55162e-13
0.129066	1.21544e-11	2.28181e-08	1.54218e-12	1.11282e-09	2.98724e-13	2.0655e-09	4.02909e-13	2.40294e-10	1.12346e-13	6.22504e-11	1.25467e-13	1.05788e-10	1.84947e-13	4.12442e-10	2.49539e-13	1.44364e-09	7.19289e-13
0.136236	1.2995e-11	2.82588e-08	1.03874e-12	2.52619e-09	6.71283e-13	1.19809e-09	2.58938e-13	1.54593e-10	7.15397e-14	5.9313e-11	1.47499e-13	7.37733e-11	1.5573e-13	4.89575e-10	2.53914e-13	1.41846e-09	6.50413e-13
0.143407	1.38093e-11	3.14984e-08	3.40811e-12	2.60564e-10	5.80787e-13	1.46878e-09	5.09688e-13	1.65717e-10	6.84847e-14	6.92195e-11	1.41934e-13	8.53073e-11	1.59193e-13	5.25468e-10	2.02974e-13	1.76535e-09	5.62614e-13
0.150577	1.47113e-11	3.03582e-08	2.35271e-12	2.75531e-09	1.50503e-12	9.46086e-10	2.48988e-13	1.61177e-10	7.41659e-14	8.4539e-11	1.74063e-13	1.07783e-10	1.81543e-13	5.16639e-10	3.11708e-13	2.11849e-09	5.59558e-13
0.157748	1.55748e-11	4.13177e-08	4.95453e-12	1.65134e-09	1.43262e-12	1.40006e-09	4.7207e-13	1.55496e-10	7.51351e-14	1.03003e-10	1.55693e-13	1.20293e-10	1.90224e-13	4.66124e-10	3.38683e-13	2.28821e-09	6.17382e-13
0.164918	1.65701e-11	3.86362e-08	6.11063e-13	1.6841e-09	2.24761e-12	9.62601e-10	1.19587e-13	1.53851e-10	2.03778e-14	1.20445e-10	1.7955e-13	1.19105e-10	1.48392e-13	3.81272e-10	2.29402e-13	2.22969e-09	6.82612e-13
0.172088	1.75168e-11	2.99513e-08	6.53748e-12	2.01032e-09	1.75365e-12	1.33793e-09	4.02606e-13	1.03617e-10	3.97164e-14	1.32079e-10	1.05844e-13	1.05766e-10	1.56846e-13	2.72345e-10	2.65999e-13	1.99042e-09	7.98847e-13
0.179259	1.85332e-11	3.83859e-08	1.52432e-12	5.10696e-10	2.11937e-12	1.05977e-09	2.14453e-13	1.38618e-10	6.98515e-14	1.34404e-10	1.24311e-13	8.38635e-11	1.3849e-13	1.51158e-10	2.76471e-13	1.70284e-09	8.54597e-13
0.186429	1.95935e-11	6.02716e-08	7.65929e-12	2.61417e-09	1.71152e-12	7.92421e-10	2.26836e-13	1.72479e-10	7.42443e-14	1.26655e-10	1.10591e-13	5.74783e-11	1.26778e-13	2.96903e-11	2.36981e-13	1.56723e-09	9.23183e-13
0.193599	2.07632e-11	4.48039e-08	2.96124e-12	1.48628e-09	2.00096e-12	6.12254e-10	1.18008e-13	1.93695e-10	7.10451e-14	1.1045e-10	8.49657e-14	3.05683e-11	1.2934e-13	8.1989e-11	2.15334e-13	1.69943e-09	8.99614e-13
0.20077	2.18781e-11	3.17306e-08	6.71415e-12	1.90886e-09	1.32016e-12	1.20926e-09	1.36853e-13	1.95885e-10	6.62879e-14	8.84078e-11	8.8068e-14	7.10391e-12	1.09896e-13	1.74088e-10	1.82244e-13	1.98046e-09	7.51738e-13
0.20794	2.30608e-11	5.74803e-08	5.85434e-12	1.43941e-09	1.69229e-12	1.3754e-09	9.32972e-14	1.9853e-10	6.05597e-14	6.57303e-11	7.16008e-14	1.39687e-11	1.12955e-13	2.40789e-10	1.32787e-13	2.22715e-09	4.58817e-13
0.21511	2.43757e-11	7.09728e-08	7.73594e-12	1.7503e-09	1.08017e-12	4.04554e-10	2.64159e-13	1.78036e-10	3.91522e-14	5.78123e-11	7.83028e-14	2.69354e-11	1.14822e-13	2.78844e-10	1.5691e-13	2.33548e-09	1.96896e-14
0.222281	2.56731e-11	4.50164e-08	4.38503e-12	2.73042e-09	1.07776e-12	7.87862e-10	2.42891e-13	1.64388e-10	5.78683e-14	7.75088e-11	1.34338e-13	3.38606e-11	1.19549e-13	2.87965e-10	1.72903e-13	2.2858e-09	5.18324e-13
0.229451	2.70158e-11	4.28498e-08	5.16954e-12	1.072e-09	1.87178e-13	1.09098e-09	2.38674e-13	1.53782e-10	1.64458e-14	1.08685e-10	1.06912e-13	3.54627e-11	9.68239e-14	2.70388e-10	1.00311e-13	2.12906e-09	9.88168e-13
0.236621	2.8411e-11	7.30981e-08	7.12045e-12	2.59574e-09	5.74527e-13	1.12327e-09	2.88428e-13	1.41467e-10	4.73816e-14	1.36389e-10	1.21659e-13	3.31884e-11	7.70124e-14	2.30758e-10	8.53276e-14	1.97225e-09	1.34026e-12
0.243792	2.99646e-11	7.22538e-08	9.53651e-12	9.97805e-10	2.57242e-13	6.32714e-10	3.1819e-13	1.17911e-10	2.71751e-14	1.53789e-10	1.15611e-13	2.8988e-11	4.8725e-14	1.75057e-10	1.57683e-13	1.93156e-09	1.52278e-12
0.250962	3.14952e-11	5.13049e-08	2.60394e-12	2.37303e-09	1.62012e-13	8.37868e-10	2.1883e-13	9.65985e-11	4.02531e-14	1.57986e-10	9.42484e-14	2.47131e-11	5.04221e-14	1.10266e-10	2.17683e-13	2.039e-09	1.40548e-12
0.258132	3.30985e-11	6.0141e-08	8.54191e-12	1.46749e-09	4.94745e-13	5.38696e-10	1.8984e-13	1.15096e-10	5.48103e-14	1.48355e-10	1.00104e-13	2.15394e-11	5.66055e-14	4.40391e-11	2.22631e-13	2.21165e-09	9.29988e-13
0.265303	3.47669e-11	7.85476e-08	6.04208e-12	2.02519e-09	2.1834e-13	7.59457e-10	1.66574e-13	1.54261e-10	6.99916e-14	1.25854e-10	9.38082e-14	1.93166e-11	6.0156e-14	2.52832e-11	2.63834e-13	2.33611e-09	1.85314e-13
0.272473	3.65334e-11	7.01663e-08	1.08616e-11	2.50623e-09	5.4325e-13	5.51235e-10	1.53335e-13	1.80324e-10	7.72922e-14	9.31666e-11	9.05738e-14	1.6907e-11	5.45416e-14	7.69719e-11	2.9931e-13	2.33968e-09	7.4473e-13
0.279643	3.83466e-11	7.02634e-08	8.41923e-12	7.46502e-10	9.69838e-13	8.31931e-10	4.82536e-14	1.95777e-10	1.11645e-13	5.75228e-11	9.51393e-14	1.32742e-11	7.07702e-14	1.17839e-10	2.75149e-13	2.20939e-09	1.71485e-12
0.286814	4.02422e-11	7.65328e-08	1.14182e-11	2.53286e-09	9.14131e-13	9.82511e-11	7.80296e-14	2.00731e-10	1.19271e-13	4.51361e-11	9.46003e-14	8.0426e-12	8.29203e-14	1.43739e-10	2.4485e-13	1.99518e-09	2.54532e-12
0.293984	4.22137e-11	8.12355e-08	1.27965e-11	2.96563e-10	1.31806e-12	4.68829e-10	1.69559e-13	1.95465e-10	1.25266e-13	7.48625e-11	1.0776e-13	1.46378e-12	7.16351e-14	1.53946e-10	2.40857e-13	1.80947e-09	3.08588e-12
0.301154	4.42634e-11	8.81085e-08	7.87124e-12	2.21345e-09	1.71907e-12	5.72673e-10	8.46842e-14	1.85546e-10	9.47176e-14	1.12789e-10	1.10751e-13	5.81293e-12	6.58436e-14	1.49357e-10	2.54202e-13	1.78831e-09	3.19517e-12
0.308325	4.64517e-11	1.00426e-07	1.40728e-11	2.61124e-09	1.80858e-12	1.03336e-09	1.47716e-13	1.69409e-10	7.7691e-14	1.43585e-10	1.03429e-13	1.29414e-11	6.9552e-14	1.3214e-10	2.70366e-13	1.97344e-09	2.78514e-12
0.315495	4.86817e-11	9.16541e-08	1.023e-11	1.07029e-09	1.4856e-12	3.35259e-10	1.40158e-13	1.38313e-10	2.85534e-14	1.61948e-10	9.04208e-14	1.90682e-11	6.1577e-14	1.05393e-10	2.99526e-13	2.26579e-09	1.897e-12
0.322665	5.09956e-11	9.37746e-08	1.49248e-11	1.91972e-09	1.42161e-12	4.10091e-10	2.58534e-13	9.94805e-11	4.84935e-14	1.65544e-10	9.39735e-14	2.34898e-11	4.10244e-14	7.28236e-11	3.20617e-13	2.53383e-09	6.41339e-13
0.329836	5.34032e-11	1.21879e-07	8.71021e-12	7.60741e-10	1.18867e-12	4.56274e-10	2.07848e-13	7.43371e-11	7.8334e-14	1.539e-10	8.54861e-14	2.57485e-11	2.86784e-14	3.87391e-11	3.07514e-13	2.68775e-09	7.59162e-13
0.337006	5.60077e-11	1.27864e-07	1.30159e-11	2.78655e-09	1.22333e-12	9.24792e-10	1.09633e-14	8.75698e-11	1.32093e-13	1.28169e-10	1.07416e-13	2.56523e-11	3.5909e-14	1.44693e-11	3.10791e-13	2.68892e-09	2.07047e-12
0.344176	5.86661e-11	1.08335e-07	1.20033e-11	1.46858e-09	1.17182e-12	6.37134e-10	3.73956e-14	1.3078e-10	1.10391e-13	9.14168e-11	7.11731e-14	2.33436e-11	4.30774e-14	3.19916e-11	2.94518e-13	2.54835e-09	3.00947e-12
0.351347	6.13935e-11	1.21422e-07	1.09547e-11	2.4797e-09	1.78719e-12	4.3587e-10	7.2149e-14	1.73436e-10	1.26337e-13	5.02442e-11	8.0068e-14	1.92818e-11	3.1336e-14	5.45602e-11	2.35329e-13	2.3302e-09	3.34139e-12
0.358517	6.42521e-11	1.52359e-07	1.44198e-11	2.65679e-09	1.08055e-12	3.90454e-10	1.11725e-13	2.06404e-10	1.55533e-13	3.43305e-11	1.12029e-13	1.42781e-11	3.42517e-14	7.04911e-11	1.91409e-13	2.1533e-09	2.90651e-12
0.365687	6.73455e-11	1.41452e-07	1.54697e-11	8.99976e-10	1.68212e-12	6.2199e-10	1.71748e-13	2.28782e-10	1.14352e-13	6.93375e-11	9.29803e-14	9.75539e-12	2.69874e-14	7.84529e-11	2.36845e-13	2.1492e-09	1.61587e-12
0.372858	7.04327e-11	1.2217e-07	1.1003e-11	2.73713e-09	1.17285e-12	1.40227e-10	2.84525e-13	2.4036e-10	1.17947e-13	1.09488e-10	9.06641e-14	8.24117e-12	2.56979e-14	7.85928e-11	2.63727e-13	2.35075e-09	3.19795e-13
0.380028	7.36492e-11	1.44977e-07	1.69873e-11	9.00943e-10	1.26067e-12	4.10038e-10	2.68323e-13	2.39244e-10	6.74126e-14	1.41268e-10	7.57152e-14	1.04887e-11	3.85055e-14	7.17795e-11	2.84831e-13	2.65154e-09	2.63962e-12
0.387198	7.70671e-11	1.6313e-07	1.23464e-11	2.23397e-09	3.56552e-13	8.33796e-11	3.22969e-13	2.20555e-10	1.9332e-14	1.60291e-10	6.79507e-14	1.3516e-11	4.75735e-14	5.94186e-11	3.2055e-13	2.90493e-09	4.9267e-12
0.394369	8.05858e-11	1.42303e-07	1.88857e-11	2.6822e-09	5.10652e-13	3.78234e-10	3.0501e-13	1.79614e-10	8.23345e-14	1.64484e-10	7.22485e-14	1.55557e-11	5.6637e-14	4.32653e-11	3.42387e-13	3.00185e-09	6.68697e-12
0.401539	8.42124e-11	1.36346e-07	6.29363e-12	1.19102e-09	1.12933e-12	3.21095e-10	2.82871e-13	1.24228e-10	1.25727e-13	1.53445e-10	7.20474e-14	1.60449e-11	5.94559e-14	2.51762e-11	3.41124e-13	2.89389e-09	7.46424e-12
0.408709	8.79889e-11	1.56516e-07	2.05149e-11	1.65551e-09	9.15487e-13	6.84968e-10	2.4417e-13	7.11025e-11	1.26561e-13	1.28372e-10	7.0745e-14	1.49685e-11	6.04533e-14	6.98935e-12	3.43076e-13	2.60904e-09	6.88581e-12
0.41588	9.196e-11	1.60439e-07	1.58787e-11	1.20656e-09	1.77251e-12	5.06544e-10	2.1958e-13	5.88494e-11	1.23864e-13	9.21361e-11	6.82763e-14	1.26811e-11	4.70107e-14	9.81856e-12	3.54112e-13	2.28206e-09	4.77196e-12
0.42305	9.60549e-11	1.54998e-07	1.65792e-11	3.35772e-09	1.33081e-12	2.65714e-10	2.55473e-13	1.08811e-10	1.11604e-13	5.03049e-11	6.65365e-14	1.00199e-11	4.07159e-14	2.38128e-11	3.51242e-13	2.16715e-09	1.25171e-12
0.43022	1.00353e-10	1.63754e-07	1.71775e-11	7.73834e-10	1.69901e-12	2.99121e-10	2.368e-13	1.7299e-10	1.05378e-13	2.77551e-11	5.21889e-14	8.55928e-12	4.46408e-14	3.42238e-11	3.28399e-13	2.44821e-09	3.24708e-12
0.437391	1.04798e-10	1.70733e-07	2.11997e-11	1.79898e-09	1.14074e-12	6.49591e-10	2.45759e-13	2.32046e-10	8.42585e-14	6.1494e-11	5.19815e-14	9.7351e-12	3.48654e-14	4.06006e-11	3.19602e-13	2.98407e-09	8.02259e-12
0.444561	1.09434e-10	1.8096e-07	2.20899e-11	7.2239e-10	1.54368e-12	5.69262e-10	3.60974e-13	2.79842e-10	6.76532e-14	1.01773e-10	5.22286e-14	1.26409e-11	1.35975e-14	4.29054e-11	3.20468e-13	3.49904e-09	1.21455e-11
0.451732	1.14298e-10	2.06364e-07	2.12548e-11	1.55452e-09	1.01404e-12	5.96207e-10	4.09139e-13	3.1245e-10	4.18394e-14	1.3414e-10	5.41363e-14	1.56698e-11	1.49972e-14	4.14698e-11	3.32679e-13	3.78668e-09	1.46934e-11
0.458902	1.1942e-10	2.13404e-07	2.17566e-11	2.75092e-09	1.59553e-12	4.51411e-10	3.93951e-13	3.2479e-10	6.56608e-14	1.54374e-10	6.17243e-14	1.79465e-11	1.61522e-14	3.69117e-11	3.32967e-13	3.73372e-09	1.48555e-11
0.466072	1.2469e-10	2.11997e-07	2.6808e-11	7.58132e-10	1.66575e-12	6.31805e-10	3.19057e-13	3.11108e-10	1.23545e-13	1.60363e-10	6.55472e-14	1.90865e-11	1.19994e-14	3.00366e-11	3.33027e-13	3.32407e-09	1.21397e-11
0.473243	1.30184e-10	2.4189e-07	2.21398e-11	2.48928e-09	2.16273e-12	4.85918e-10	3.35806e-13	2.69497e-10	1.65061e-13	1.5158e-10	6.78348e-14	1.8985e-11	1.00357e-14	2.17779e-11	3.34585e-13	2.67437e-09	6.56946e-12
